elec_pres_1;elec_pres_2;zona_u_r;region;bienestar_2;bienestar_3;percepcion_1_a;percepcion_1_b;percepcion_1_c;percepcion_2;percepcion_3;percepcion_5;percepcion_6;percepcion_4;eval_gob_1;iden_pol_3;iden_pol_3_a;iden_pol_2;eval_act_pol_1_p;eval_act_pol_1_co;eval_act_pol_1_gc;eval_act_pol_1_gd;eval_act_pol_1_ge;eval_act_pol_1_dh;eval_act_pol_1_fo;eval_act_pol_1_cp;eval_act_pol_1_gf;eval_act_pol_1_fe;eval_act_pol_1_fh;eval_act_pol_1_fx;eval_act_pol_1_ag;eval_act_pol_1_gg;eval_act_pol_1_gh;eval_act_pol_1_en;eval_act_pol_1_gi;eval_act_pol_1_fy;eval_act_pol_1_dv;eval_act_pol_1_ae;eval_act_pol_1_gj;eval_act_pol_1_gk;eval_act_pol_1_gl;confianza_6_a;confianza_6_c;confianza_6_b;confianza_6_j;confianza_6_d;confianza_6_e;confianza_6_f;confianza_6_n;confianza_6_x;confianza_6_g;confianza_6_h;confianza_6_i;confianza_6_k;confianza_6_s;confianza_6_o;confianza_6_p;confianza_6_r;confianza_6_y;confianza_6_m;confianza_8_a;interes_pol_2_a;interes_pol_2_h;interes_pol_2_c;interes_pol_2_d;interes_pol_2_e;interes_pol_1_b;democracia_21;democracia_20;democracia_34;democracia_19;pobreza_62;pobreza_63;constitucion_4_a;constitucion_4_b;constitucion_4_c;constitucion_5_a;constitucion_5_b;constitucion_5_c;constitucion_5_d;constitucion_6;constitucion_3;interes_pol_23;rol_gobierno_27;estallido_5;ciudadania_29_a;ciudadania_29_b;ciudadania_29_c;ciudadania_29_d;ciudadania_29_e;ciudadania_30_a;ciudadania_30_b;ciudadania_30_d;sexo;edad;info_enc_23;esc_nivel_1;info_enc_56;info_enc_57;info_hogar_28_b;info_hogar_21_n;info_hogar_31;religion_1;religion_2;info_enc_58;info_enc_30;bienestar_21;info_enc_59;info_enc_54;gse;pond;estrato;secu
YASNA PROVOSTE;GABRIEL BORIC;URBANA;Región 13;8;2;5.- EDUCACIÓN;10.- SALUD;13.- VIVIENDA;2. - MALA;3. - EMPEORARÁ;4. - BUENA;3. - IGUAL;3. - EN DECADENCIA;2. - DESAPRUEBA;15 Ninguno;77.- NINGUNO (no leer);1.- Izquierda;1. - Muy Negativa;5. - Muy Positiva;4. - Positiva;2. - Negativa;2. - Negativa;2. - Negativa;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;2. - Negativa;2. - Negativa;3. - Ni negativa ni positiva;4. - Positiva;1. - Muy Negativa;2. - Negativa;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;4. - Positiva;2. - Negativa;2. - Negativa;4. - Positiva;3. - Ni negativa ni positiva;6. - No conoce a la persona;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;3.- Poca confianza;4.- Nada de confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;99 No contesta;3.- Poca confianza;3.- Poca confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;3.- Poca confianza;3.- Poca confianza;2.- Bastante confianza;2.- Bastante confianza;3.- NORMALMENTE HAY QUE SER CUIDADOSO;1.- Frecuentemente;3.- Nunca;9.- No contesta (no leer);1.- Frecuentemente;3.- Nunca;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;3.- REGULAR;2.- BIEN;7;2;5;Si;1.- APRUEBO;;2.- NO;;10.- NINGUNA (no leer);Porque no tenía quien la llevara;2.- DEFIENDAN SUS POSICIONES, AUNQUE ESO IMPLIQUE NO LLEGAR A ACUERDOS;1.- PROBABLEMENTE AYUDE A RESOLVER LOS PROBLEMAS;7.- MUY DISPUESTO;2.- NO OBEDECER SI SE CONSIDERA QUE LA LEY ES INJUSTA;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2.- CASI SIEMPRE;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;2. - MUJER;71;No;5.- Media científico humanista o media técnico profesional completa / humanidades completa;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;4.- Media científico humanista o media técnico profesional incompleta/humanidades incompletas;1.- Si;1.- Si;1. - CATOLICA;8.- NUNCA;2.- No;;2.- Les alcanza justo, sin grandes dificultades;En Chile;;3. - C3;.7716282;19;85196
NO SABE / NO CONTESTA;NO SABE / NO CONTESTA;URBANA;Región 13;10.- Totalmente satisfecho;88.- No sabe (no leer);13.- VIVIENDA;9.- NARCOTRÁFICO;3.- DELINCUENCIA, ASALTOS, ROBOS;4. - BUENA;2. - NO CAMBIARÁ;4. - BUENA;3. - IGUAL;2. - ESTANCADO;1. - APRUEBA;15 Ninguno;77.- NINGUNO (no leer);99.- No contesta (no leer);4. - Positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;4. - Positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;4.- Nada de confianza;3.- Poca confianza;1.- Mucha confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;4.- NO MUY INTERESADO;8 No sabe;8 No sabe;8 No sabe;8;7;8;Si;99.- No responde (no leer);;1.- SI;2.- VAMOS POR CHILE (UDI, RN, EVÓPOLI, PARTIDO REPÚBLICANO);;-;1.- PRIVILEGIEN LOS ACUERDOS, AUNQUE TENGAN QUE CEDER;3.- PROBABLEMENTE EMPEORE LA SITUACIÓN ACTUAL;4;1.- OBEDECER LAS LEYES SIEMPRE;5.- LAS RECHAZÓ;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;2. - MUJER;63;No;2.- Básica incompleta / primaria o preparatoria incompleta;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;2.- Básica incompleta / primaria o preparatoria incompleta;2.- No;1.- Si;2. - EVANGELICA;2.- UNA VEZ A LA SEMANA;2.- No;;2.- Les alcanza justo, sin grandes dificultades;En Chile;;4. - D;.34539896;19;85196
YASNA PROVOSTE;YASNA PROVOSTE;URBANA;Región 13;10.- Totalmente satisfecho;6;1.- PENSIONES;3.- DELINCUENCIA, ASALTOS, ROBOS;7.- POBREZA;1. - MUY MALA;3. - EMPEORARÁ;1. - MUY MALA;4. - PEOR;2. - ESTANCADO;2. - DESAPRUEBA;15 Ninguno;77.- NINGUNO (no leer);5;1. - Muy Negativa;2. - Negativa;4. - Positiva;5. - Muy Positiva;2. - Negativa;6. - No conoce a la persona;6. - No conoce a la persona;6. - No conoce a la persona;6. - No conoce a la persona;6. - No conoce a la persona;3. - Ni negativa ni positiva;1. - Muy Negativa;1. - Muy Negativa;3. - Ni negativa ni positiva;2. - Negativa;1. - Muy Negativa;4. - Positiva;3. - Ni negativa ni positiva;1. - Muy Negativa;1. - Muy Negativa;1. - Muy Negativa;1. - Muy Negativa;8. - No Sabe ( no leer );2.- Bastante confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;3.- Poca confianza;2.- Bastante confianza;2.- Bastante confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;2.- Bastante confianza;4.- Nada de confianza;2.- Bastante confianza;2.- Bastante confianza;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;5.- MUY MAL;5.- MUY MAL;8;5;5;No;;1.- APRUEBO;2.- NO;;4.- APRUEBO DIGNIDAD (PC, RD, COMUNES, CONVERGENCIA SOCIAL, FRVS, PARTIDO IGUALDAD);No pude porque mi hijo estaba enfermo;88.- No sabe (no leer);88.- No sabe (no leer);7.- MUY DISPUESTO;1.- OBEDECER LAS LEYES SIEMPRE;1.- LAS APOYÓ;1.- SIEMPRE;4.- CASI NUNCA;4.- CASI NUNCA;4.- CASI NUNCA;4.- CASI NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;2. - MUJER;37;No;5.- Media científico humanista o media técnico profesional completa / humanidades completa;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;2.- Básica incompleta / primaria o preparatoria incompleta;2.- No;1.- Si;99. - No contesta ( no leer );8.- NUNCA;2.- No;;3.- No les alcanza, tienen algunas dificultades;En Chile;;4. - D;1.75775333;19;85199
NO SABE / NO CONTESTA;NO SABE / NO CONTESTA;URBANA;Región 13;6;7;3.- DELINCUENCIA, ASALTOS, ROBOS;12.- TRANSPORTE PÚBLICO;14.- INMIGRACIÓN;4. - BUENA;1. - MEJORARÁ;3. - NI BUENA NI MALA;3. - IGUAL;2. - ESTANCADO;1. - APRUEBA;15 Ninguno;77.- NINGUNO (no leer);7;5. - Muy Positiva;2. - Negativa;2. - Negativa;5. - Muy Positiva;6. - No conoce a la persona;2. - Negativa;6. - No conoce a la persona;2. - Negativa;6. - No conoce a la persona;6. - No conoce a la persona;2. - Negativa;1. - Muy Negativa;4. - Positiva;5. - Muy Positiva;2. - Negativa;2. - Negativa;1. - Muy Negativa;2. - Negativa;4. - Positiva;2. - Negativa;6. - No conoce a la persona;5. - Muy Positiva;6. - No conoce a la persona;4.- Nada de confianza;2.- Bastante confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;2.- Bastante confianza;2.- Bastante confianza;4.- Nada de confianza;3.- Poca confianza;4.- Nada de confianza;4.- Nada de confianza;2.- Bastante confianza;4.- Nada de confianza;3.- Poca confianza;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;2.- A veces;2.- A veces;3.- Nunca;2.- A veces;2.- A veces;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4.- MAL;5.- MUY MAL;10.- Que haya orden público y seguridad ciudadana;10.- Debería premiarse el esfuerzo individual, aunque se produzcan importantes diferencias de ingresos;10.- La principal responsabilidad por el sustento económico de las personas está en las personas mismas;Si;2.- RECHAZO;;1.- SI;7.- OTRAS LISTAS DE INDEPENDIENTES;;-;1.- PRIVILEGIEN LOS ACUERDOS, AUNQUE TENGAN QUE CEDER;2.- PROBABLEMENTE DEJE LAS COSAS IGUAL;7.- MUY DISPUESTO;1.- OBEDECER LAS LEYES SIEMPRE;5.- LAS RECHAZÓ;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;1.- SIEMPRE;1.- SIEMPRE;1.- SIEMPRE;2. - MUJER;73;No;4.- Media científico humanista o media técnico profesional incompleta/humanidades incompletas;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;8.- Universitaria incompleta (carreras 4 o más años);1.- Si;1.- Si;10. - ATEO;8.- NUNCA;2.- No;;2.- Les alcanza justo, sin grandes dificultades;En Chile;;2. - C2;.39010092;19;85199
NO SABE / NO CONTESTA;NO SABE / NO CONTESTA;URBANA;Región 13;10.- Totalmente satisfecho;4;3.- DELINCUENCIA, ASALTOS, ROBOS;11.- SUELDOS;5.- EDUCACIÓN;2. - MALA;3. - EMPEORARÁ;3. - NI BUENA NI MALA;4. - PEOR;3. - EN DECADENCIA;2. - DESAPRUEBA;15 Ninguno;77.- NINGUNO (no leer);88.- No sabe (no leer);1. - Muy Negativa;1. - Muy Negativa;6. - No conoce a la persona;4. - Positiva;1. - Muy Negativa;6. - No conoce a la persona;2. - Negativa;2. - Negativa;6. - No conoce a la persona;6. - No conoce a la persona;3. - Ni negativa ni positiva;1. - Muy Negativa;6. - No conoce a la persona;4. - Positiva;6. - No conoce a la persona;6. - No conoce a la persona;2. - Negativa;6. - No conoce a la persona;6. - No conoce a la persona;1. - Muy Negativa;6. - No conoce a la persona;1. - Muy Negativa;6. - No conoce a la persona;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;3.- Poca confianza;2.- Bastante confianza;1.- Mucha confianza;2.- Bastante confianza;3.- Poca confianza;4.- Nada de confianza;4.- Nada de confianza;2.- Bastante confianza;3.- Poca confianza;4.- Nada de confianza;2.- Bastante confianza;4.- Nada de confianza;3.- Poca confianza;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;2.- A veces;2.- A veces;2.- A veces;2.- A veces;2.- A veces;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;3.- REGULAR;3.- REGULAR;5;4;5;Si;99.- No responde (no leer);;1.- SI;99.- No responde (no leer);;-;1.- PRIVILEGIEN LOS ACUERDOS, AUNQUE TENGAN QUE CEDER;2.- PROBABLEMENTE DEJE LAS COSAS IGUAL;7.- MUY DISPUESTO;1.- OBEDECER LAS LEYES SIEMPRE;3.- NO LAS APOYÓ NI LAS RECHAZÓ;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;2. - MUJER;39;No;5.- Media científico humanista o media técnico profesional completa / humanidades completa;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;5.- Media científico humanista o media técnico profesional completa / humanidades completa;2.- No;1.- Si;1. - CATOLICA;8.- NUNCA;2.- No;;3.- No les alcanza, tienen algunas dificultades;En Chile;;3. - C3;2.20420737;19;85201
Otros;NO SABE / NO CONTESTA;URBANA;Región 13;8;88.- No sabe (no leer);2.- CORRUPCIÓN;10.- SALUD;5.- EDUCACIÓN;3. - NI BUENA NI MALA;2. - NO CAMBIARÁ;3. - NI BUENA NI MALA;3. - IGUAL;2. - ESTANCADO;2. - DESAPRUEBA;15 Ninguno;77.- NINGUNO (no leer);88.- No sabe (no leer);1. - Muy Negativa;4. - Positiva;2. - Negativa;6. - No conoce a la persona;6. - No conoce a la persona;6. - No conoce a la persona;6. - No conoce a la persona;2. - Negativa;6. - No conoce a la persona;8. - No Sabe ( no leer );3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;8. - No Sabe ( no leer );2. - Negativa;8. - No Sabe ( no leer );2. - Negativa;1. - Muy Negativa;6. - No conoce a la persona;8. - No Sabe ( no leer );1. - Muy Negativa;6. - No conoce a la persona;6. - No conoce a la persona;2. - Negativa;4.- Nada de confianza;4.- Nada de confianza;88 No sabe;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;2.- Bastante confianza;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;5.- NADA INTERESADO;8 No sabe;3.- REGULAR;8 No sabe;5;5;5;No;;99.- No responde (no leer);99.- No responde (no leer);;99.- No responde (no leer);-;2.- DEFIENDAN SUS POSICIONES, AUNQUE ESO IMPLIQUE NO LLEGAR A ACUERDOS;88.- No sabe (no leer);1.- NADA DISPUESTO;2.- NO OBEDECER SI SE CONSIDERA QUE LA LEY ES INJUSTA;1.- LAS APOYÓ;2.- CASI SIEMPRE;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;5.- NUNCA;2. - MUJER;43;No;9.- Universitaria completa (carreras 4 o más años) / oficial de FFAA/carabineros;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;9.- Universitaria completa (carreras 4 o más años) / oficial de FFAA/carabineros;1.- Si;1.- Si;2. - EVANGELICA;8.- NUNCA;2.- No;;3.- No les alcanza, tienen algunas dificultades;En Chile;;2. - C2;1.10210369;19;85201
NO SABE / NO CONTESTA;NO SABE / NO CONTESTA;URBANA;Región 13;5;5;1.- PENSIONES;6.- EMPLEO;3.- DELINCUENCIA, ASALTOS, ROBOS;2. - MALA;2. - NO CAMBIARÁ;3. - NI BUENA NI MALA;3. - IGUAL;2. - ESTANCADO;8. - No sabe ( no leer );88.- No sabe (no leer);77.- NINGUNO (no leer);88.- No sabe (no leer);3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;4. - Positiva;3. - Ni negativa ni positiva;8. - No Sabe ( no leer );3. - Ni negativa ni positiva;9. - No contesta ( no leer );3. - Ni negativa ni positiva;8. - No Sabe ( no leer );3. - Ni negativa ni positiva;4. - Positiva;2. - Negativa;3. - Ni negativa ni positiva;4. - Positiva;3. - Ni negativa ni positiva;1. - Muy Negativa;3. - Ni negativa ni positiva;8. - No Sabe ( no leer );1. - Muy Negativa;1. - Muy Negativa;3. - Ni negativa ni positiva;4. - Positiva;3. - Ni negativa ni positiva;88 No sabe;3.- Poca confianza;88 No sabe;4.- Nada de confianza;3.- Poca confianza;3.- Poca confianza;4.- Nada de confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;4.- Nada de confianza;3.- Poca confianza;3.- Poca confianza;4.- Nada de confianza;2.- Bastante confianza;3.- Poca confianza;4.- Nada de confianza;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;5.- NADA INTERESADO;8 No sabe;3.- REGULAR;3.- REGULAR;5;4;5;No;;4.- ME DA LO MISMO (no leer);2.- NO;;11.- ME DA LO MISMO (no leer);Por que me da lo mismo la politica y las votaciones;88.- No sabe (no leer);88.- No sabe (no leer);4;99.- No responde (no leer);3.- NO LAS APOYÓ NI LAS RECHAZÓ;3.- A VECES;3.- A VECES;3.- A VECES;5.- NUNCA;88 No sabe;5.- NUNCA;5.- NUNCA;5.- NUNCA;2. - MUJER;45;No;5.- Media científico humanista o media técnico profesional completa / humanidades completa;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;7.- Instituto técnico (CFT) o instituto profesional completo (carreras 1 a 3 años) / hasta suboficial de FFAA/carabine;1.- Si;1.- Si;1. - CATOLICA;7-. MENOS FRECUENTE QUE UNA VEZ AL AÑO;2.- No;;2.- Les alcanza justo, sin grandes dificultades;En Chile;;3. - C3;.62292166;19;85202
NO SABE / NO CONTESTA;NO SABE / NO CONTESTA;URBANA;Región 13;5;5;11.- SUELDOS;7.- POBREZA;1.- PENSIONES;3. - NI BUENA NI MALA;2. - NO CAMBIARÁ;3. - NI BUENA NI MALA;3. - IGUAL;2. - ESTANCADO;3. - (no leer) NO APRUEBA NI DESAPRUEBA;15 Ninguno;77.- NINGUNO (no leer);99.- No contesta (no leer);9. - No contesta ( no leer );8. - No Sabe ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );8. - No Sabe ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );8. - No Sabe ( no leer );8. - No Sabe ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );9. - No contesta ( no leer );8. - No Sabe ( no leer );9. - No contesta ( no leer );4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;3.- Nunca;5.- NADA INTERESADO;8 No sabe;3.- REGULAR;3.- REGULAR;5;5;5;No;;4.- ME DA LO MISMO (no leer);2.- NO;;11.- ME DA LO MISMO (no leer);Por que no me interesa quien salga ni me interesa nada con la politica;88.- No sabe (no leer);88.- No sabe (no leer);3;88.- No sabe (no leer);3.- NO LAS APOYÓ NI LAS RECHAZÓ;88 No sabe;88 No sabe;88 No sabe;88 No sabe;88 No sabe;88 No sabe;88 No sabe;88 No sabe;2. - MUJER;39;No;5.- Media científico humanista o media técnico profesional completa / humanidades completa;3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;6.- Instituto técnico (CFT) o instituto profesional incompleto (carreras 1 a 3 años);2.- No;1.- Si;1. - CATOLICA;88.- No sabe (no leer);2.- No;;3.- No les alcanza, tienen algunas dificultades;En Chile;;3. - C3;.53569625;19;85202
SEBASTIAN SICHEL;GABRIEL BORIC;URBANA;Región 13;7;5;1.- PENSIONES;16 Desigualdad;11.- SUELDOS;2. - MALA;2. - NO CAMBIARÁ;3. - NI BUENA NI MALA;3. - IGUAL;2. - ESTANCADO;2. - DESAPRUEBA;99.- No contesta (no leer);99.- No contesta (no leer);1.- Izquierda;1. - Muy Negativa;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;8. - No Sabe ( no leer );8. - No Sabe ( no leer );3. - Ni negativa ni positiva;1. - Muy Negativa;3. - Ni negativa ni positiva;8. - No Sabe ( no leer );3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;2. - Negativa;1. - Muy Negativa;4. - Positiva;3. - Ni negativa ni positiva;1. - Muy Negativa;3. - Ni negativa ni positiva;3. - Ni negativa ni positiva;1. - Muy Negativa;1. - Muy Negativa;4. - Positiva;4. - Positiva;2. - Negativa;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;2.- Bastante confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- A veces;3.- Nunca;3.- Nunca;2.- A veces;2.- A veces;3.- ALGO INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;4.- MAL;4.- MAL;1.- Que haya libertades públicas y privadas;5;3;Si;1.- APRUEBO;;1.- SI;3.- LISTA DEL APRUEBO (DC, PS, PPD, PR, PRO, CIUDADANOS);;-;1.- PRIVILEGIEN LOS ACUERDOS, AUNQUE TENGAN QUE CEDER;1.- PROBABLEMENTE AYUDE A RESOLVER LOS PROBLEMAS;6;2.- NO OBEDECER SI SE CONSIDERA QUE LA LEY ES INJUSTA;1.- LAS APOYÓ;1.- SIEMPRE;1.- SIEMPRE;3.- A VECES;3.- A VECES;3.- A VECES;5.- NUNCA;5.- NUNCA;5.- NUNCA;1. - HOMBRE;26;Si;8.- Universitaria incompleta (carreras 4 o más años);3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;7.- Instituto técnico (CFT) o instituto profesional completo (carreras 1 a 3 años) / hasta suboficial de FFAA/carabine;2.- No;1.- Si;11. - AGNOSTICO;8.- NUNCA;2.- No;;2.- Les alcanza justo, sin grandes dificultades;En Chile;;2. - C2;1.25169981;19;85203
Otros;GABRIEL BORIC;URBANA;Región 13;7;4;1.- PENSIONES;3.- DELINCUENCIA, ASALTOS, ROBOS;7.- POBREZA;4. - BUENA;1. - MEJORARÁ;2. - MALA;2. - MEJOR;2. - ESTANCADO;2. - DESAPRUEBA;15 Ninguno;77.- NINGUNO (no leer);3;1. - Muy Negativa;2. - Negativa;3. - Ni negativa ni positiva;1. - Muy Negativa;3. - Ni negativa ni positiva;1. - Muy Negativa;3. - Ni negativa ni positiva;4. - Positiva;1. - Muy Negativa;2. - Negativa;3. - Ni negativa ni positiva;2. - Negativa;2. - Negativa;1. - Muy Negativa;3. - Ni negativa ni positiva;2. - Negativa;4. - Positiva;5. - Muy Positiva;1. - Muy Negativa;3. - Ni negativa ni positiva;5. - Muy Positiva;4. - Positiva;4. - Positiva;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;4.- Nada de confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;3.- Poca confianza;2.- Bastante confianza;4.- Nada de confianza;3.- Poca confianza;4.- Nada de confianza;4.- Nada de confianza;2.- Bastante confianza;3.- Poca confianza;4.- Nada de confianza;3.- Poca confianza;2.- Bastante confianza;2.- Bastante confianza;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- Frecuentemente;1.- Frecuentemente;1.- Frecuentemente;1.- Frecuentemente;2.- A veces;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;3.- REGULAR;3.- REGULAR;3;4;4;Si;1.- APRUEBO;;1.- SI;5.- LA LISTA DEL PUEBLO;;-;1.- PRIVILEGIEN LOS ACUERDOS, AUNQUE TENGAN QUE CEDER;1.- PROBABLEMENTE AYUDE A RESOLVER LOS PROBLEMAS;7.- MUY DISPUESTO;1.- OBEDECER LAS LEYES SIEMPRE;1.- LAS APOYÓ;1.- SIEMPRE;1.- SIEMPRE;3.- A VECES;5.- NUNCA;5.- NUNCA;5.- NUNCA;4.- CASI NUNCA;5.- NUNCA;2. - MUJER;55;Si;8.- Universitaria incompleta (carreras 4 o más años);3.- No está trabajando ni buscando trabajo (estudio, soy dueño/a de casa, pensionado o jubilado, etc);No;9.- Universitaria completa (carreras 4 o más años) / oficial de FFAA/carabineros;2.- No;1.- Si;11. - AGNOSTICO;8.- NUNCA;2.- No;;2.- Les alcanza justo, sin grandes dificultades;En Chile;;3. - C3;.66226496;19;85204
