zona_u_r;eval_gob_1;iden_pol_2;confianza_8_a;interes_pol_1_b;democracia_21;democracia_19;constitucion_4_a;constitucion_4_b;estallido_5;sexo;edad;bienestar_21;gse
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;82;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;67;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;23;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;63;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;21;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;7;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;75;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;No;;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;2. - MUJER;63;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;20;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;64;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;6;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;73;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;57;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;55;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;7;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;No;;5.- LAS RECHAZÓ;2. - MUJER;46;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;59;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;60;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;19;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;20;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;9;No;;5.- LAS RECHAZÓ;2. - MUJER;65;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;No;;1.- LAS APOYÓ;1. - HOMBRE;22;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;19;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;8;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;41;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;6;No;;5.- LAS RECHAZÓ;2. - MUJER;39;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;6;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;70;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;3;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;24;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;2;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;64;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;3;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;22;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;6;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;53;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;10.- Que haya orden público y seguridad ciudadana;Si;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;58;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;No;;5.- LAS RECHAZÓ;2. - MUJER;60;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;29;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;1. - APRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;66;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;60;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;70;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;6;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;49;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;6;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;67;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;2. - DESAPRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;2.- RECHAZO;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;1. - HOMBRE;26;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;71;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;57;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;;No;;5.- LAS RECHAZÓ;2. - MUJER;77;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;1. - APRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;5.- LAS RECHAZÓ;1. - HOMBRE;26;1.- Les alcanza bien, pueden ahorrar;4. - D
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;25;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;8;Si;2.- RECHAZO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;67;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;87;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;20;1.- Les alcanza bien, pueden ahorrar;4. - D
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;No;;5.- LAS RECHAZÓ;2. - MUJER;60;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;5;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;20;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;1. - APRUEBA;8;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;67;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;1. - APRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;56;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;1. - APRUEBA;10.- Derecha;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;52;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;9;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;79;1.- Les alcanza bien, pueden ahorrar;2. - C2
URBANA;2. - DESAPRUEBA;5;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;1. - HOMBRE;18;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;1. - APRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;;5.- LAS RECHAZÓ;2. - MUJER;79;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;1. - APRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;43;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;44;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;20;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;8;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;66;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;6;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;1. - HOMBRE;65;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;6;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;No;;5.- LAS RECHAZÓ;2. - MUJER;66;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;22;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;9;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;22;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;1.- Izquierda;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;63;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;4;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;No;;1.- LAS APOYÓ;2. - MUJER;58;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;No;;;1. - HOMBRE;81;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;33;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;2;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;9;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;81;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;;5.- LAS RECHAZÓ;2. - MUJER;58;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;6;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;45;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;23;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;73;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;1. - APRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;83;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;66;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;1. - APRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;83;2.- Les alcanza justo, sin grandes dificultades;2. - C2
